Year,Area FIPS Code,Group Code,State,Group,Age,Race,Civilian non-institutional population,Civilian labor force,Civilian labor force Percent of population,Employment Number,Employment Percent of population,Unemployment Number,Unemployment Rate
2013,38,42,North Dakota,"White, 25 to 34 years",25 to 34,White,94,83,88.4,81,86.8,1,1.8
2013,39,21,Ohio,"Total, 25 to 34 years",25 to 34,Total,"1,360","1,119",82.3,"1,035",76.1,85,7.6
2013,39,42,Ohio,"White, 25 to 34 years",25 to 34,White,"1,121",939,83.8,876,78.1,63,6.7
2013,39,49,Ohio,"Black or African American, 25 to 34 years",25 to 34,Black,175,133,76.2,112,64.1,21,16
2013,39,63,Ohio,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,70,53,75.4,48,68.5,5,9.2
2013,40,21,Oklahoma,"Total, 25 to 34 years",25 to 34,Total,496,387,78,360,72.4,28,7.1
2013,40,42,Oklahoma,"White, 25 to 34 years",25 to 34,White,347,270,77.9,256,74,14,5.1
2013,40,63,Oklahoma,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,66,48,73.6,44,66.2,5,10
2013,41,21,Oregon,"Total, 25 to 34 years",25 to 34,Total,526,426,81.1,392,74.6,34,8.1
2013,41,42,Oregon,"White, 25 to 34 years",25 to 34,White,455,373,82.1,342,75.2,31,8.4
2013,41,63,Oregon,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,78,62,79.5,57,73.3,5,7.8
2013,42,21,Pennsylvania,"Total, 25 to 34 years",25 to 34,Total,"1,601","1,322",82.6,"1,210",75.6,111,8.4
2013,42,42,Pennsylvania,"White, 25 to 34 years",25 to 34,White,"1,291","1,085",84,"1,000",77.5,84,7.8
2013,42,49,Pennsylvania,"Black or African American, 25 to 34 years",25 to 34,Black,197,156,79.1,132,67.3,23,14.9
2013,42,56,Pennsylvania,"Asian, 25 to 34 years",25 to 34,Asian,79,53,67.6,51,64.7,2,4.2
2013,42,63,Pennsylvania,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,120,89,74,77,64.1,12,13.4
2013,44,21,Rhode Island,"Total, 25 to 34 years",25 to 34,Total,131,107,81.6,96,73.4,11,10
2013,44,42,Rhode Island,"White, 25 to 34 years",25 to 34,White,106,88,83.1,79,75.3,8,9.4
2013,44,49,Rhode Island,"Black or African American, 25 to 34 years",25 to 34,Black,8,7,82.7,6,68.2,1,17.5
2013,44,56,Rhode Island,"Asian, 25 to 34 years",25 to 34,Asian,11,8,70.9,7,66.4,-3,6.4
2013,44,63,Rhode Island,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,24,19,79.9,16,65.7,3,17.8
2013,45,21,South Carolina,"Total, 25 to 34 years",25 to 34,Total,548,439,80.2,402,73.3,38,8.6
2013,45,42,South Carolina,"White, 25 to 34 years",25 to 34,White,364,295,81.2,277,76.2,18,6.1
2013,45,49,South Carolina,"Black or African American, 25 to 34 years",25 to 34,Black,159,128,80.4,110,69.5,17,13.5
2013,46,21,South Dakota,"Total, 25 to 34 years",25 to 34,Total,110,97,88.5,95,86.1,3,2.7
2013,46,42,South Dakota,"White, 25 to 34 years",25 to 34,White,95,86,91.1,85,89.5,2,1.8
2013,47,21,Tennessee,"Total, 25 to 34 years",25 to 34,Total,845,672,79.6,617,73,55,8.2
2013,47,42,Tennessee,"White, 25 to 34 years",25 to 34,White,638,505,79.2,467,73.3,37,7.4
2013,47,49,Tennessee,"Black or African American, 25 to 34 years",25 to 34,Black,162,135,83.4,118,72.8,17,12.7
2013,47,63,Tennessee,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,57,40,70.5,36,63.7,4,9.7
2013,48,21,Texas,"Total, 25 to 34 years",25 to 34,Total,"3,782","3,003",79.4,"2,811",74.3,192,6.4
2013,48,42,Texas,"White, 25 to 34 years",25 to 34,White,"3,012","2,403",79.8,"2,274",75.5,129,5.4
2013,48,49,Texas,"Black or African American, 25 to 34 years",25 to 34,Black,473,370,78.2,324,68.4,46,12.5
2013,48,56,Texas,"Asian, 25 to 34 years",25 to 34,Asian,191,146,76.8,140,73.7,6,4
2013,48,63,Texas,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,"1,687","1,320",78.2,"1,246",73.8,74,5.6
2013,49,21,Utah,"Total, 25 to 34 years",25 to 34,Total,462,367,79.4,354,76.7,12,3.4
2013,49,42,Utah,"White, 25 to 34 years",25 to 34,White,431,348,80.8,337,78.1,12,3.4
2013,49,63,Utah,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,54,41,76.2,39,71.3,3,6.4
2013,50,21,Vermont,"Total, 25 to 34 years",25 to 34,Total,77,64,83.7,61,79.1,4,5.5
2013,50,42,Vermont,"White, 25 to 34 years",25 to 34,White,72,61,84.3,58,79.7,3,5.4
2013,51,21,Virginia,"Total, 25 to 34 years",25 to 34,Total,"1,106",920,83.2,869,78.5,51,5.6
2013,51,42,Virginia,"White, 25 to 34 years",25 to 34,White,776,642,82.8,615,79.2,28,4.3
2013,51,49,Virginia,"Black or African American, 25 to 34 years",25 to 34,Black,222,189,85.1,170,76.4,19,10.1
2013,51,56,Virginia,"Asian, 25 to 34 years",25 to 34,Asian,72,62,86.2,61,85,1,1.4
2013,51,63,Virginia,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,130,102,78.8,98,75.4,5,4.4
2013,53,21,Washington,"Total, 25 to 34 years",25 to 34,Total,933,761,81.5,711,76.2,50,6.5
2013,53,42,Washington,"White, 25 to 34 years",25 to 34,White,715,595,83.2,556,77.7,39,6.6
2013,53,56,Washington,"Asian, 25 to 34 years",25 to 34,Asian,86,68,79.2,66,76.7,2,3.2
2013,53,63,Washington,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,113,88,77.8,84,74.1,4,4.8
2013,54,21,West Virginia,"Total, 25 to 34 years",25 to 34,Total,239,178,74.4,164,68.6,14,7.9
2013,54,42,West Virginia,"White, 25 to 34 years",25 to 34,White,221,166,75,153,69,13,8
2013,55,21,Wisconsin,"Total, 25 to 34 years",25 to 34,Total,716,623,87,576,80.5,47,7.5
2013,55,42,Wisconsin,"White, 25 to 34 years",25 to 34,White,601,535,89.1,502,83.5,33,6.2
2013,55,49,Wisconsin,"Black or African American, 25 to 34 years",25 to 34,Black,56,45,79.9,39,69.1,6,13.5
2013,55,63,Wisconsin,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,56,48,85.6,39,69.9,9,18.3
2013,56,21,Wyoming,"Total, 25 to 34 years",25 to 34,Total,80,67,83.1,63,78.6,4,5.3
2013,56,42,Wyoming,"White, 25 to 34 years",25 to 34,White,74,62,83.3,59,79.5,3,4.5
2013,56,63,Wyoming,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,8,7,85.7,6,78.5,1,8.4
2012,1,21,Alabama,"Total, 25 to 34 years",25 to 34,Total,609,476,78.1,423,69.4,53,11.1
2012,1,42,Alabama,"White, 25 to 34 years",25 to 34,White,439,344,78.3,312,71,32,9.3
2012,1,49,Alabama,"Black or African American, 25 to 34 years",25 to 34,Black,150,118,78.5,99,65.6,19,16.4
2012,2,21,Alaska,"Total, 25 to 34 years",25 to 34,Total,100,82,81.9,76,75.9,6,7.3
2012,2,42,Alaska,"White, 25 to 34 years",25 to 34,White,71,58,81.8,55,77.7,3,5.1
2012,4,21,Arizona,"Total, 25 to 34 years",25 to 34,Total,832,639,76.7,587,70.6,51,8
2012,4,42,Arizona,"White, 25 to 34 years",25 to 34,White,713,556,77.9,509,71.4,47,8.4
2012,4,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,312,231,74.1,210,67.3,21,9.1
2012,5,21,Arkansas,"Total, 25 to 34 years",25 to 34,Total,398,320,80.5,297,74.5,24,7.4
2012,5,42,Arkansas,"White, 25 to 34 years",25 to 34,White,309,253,82,240,77.8,13,5.2
2012,5,49,Arkansas,"Black or African American, 25 to 34 years",25 to 34,Black,63,51,80.9,41,66,9,18.5
2012,6,21,California,"Total, 25 to 34 years",25 to 34,Total,"5,309","4,231",79.7,"3,802",71.6,429,10.1
2012,6,42,California,"White, 25 to 34 years",25 to 34,White,"3,886","3,113",80.1,"2,811",72.3,302,9.7
2012,6,49,California,"Black or African American, 25 to 34 years",25 to 34,Black,312,224,71.9,177,56.8,47,21
2012,6,56,California,"Asian, 25 to 34 years",25 to 34,Asian,807,642,79.5,594,73.5,48,7.5
2012,6,63,California,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,"2,348","1,866",79.5,"1,668",71,198,10.6
2012,8,21,Colorado,"Total, 25 to 34 years",25 to 34,Total,716,603,84.2,561,78.3,42,7
2012,8,42,Colorado,"White, 25 to 34 years",25 to 34,White,620,529,85.3,493,79.4,36,6.9
2012,8,49,Colorado,"Black or African American, 25 to 34 years",25 to 34,Black,37,29,79.5,26,70.4,3,11.4
2012,8,56,Colorado,"Asian, 25 to 34 years",25 to 34,Asian,31,23,76.4,22,71.8,1,6
2012,8,63,Colorado,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,159,127,79.9,113,71.1,14,10.9
2012,9,21,Connecticut,"Total, 25 to 34 years",25 to 34,Total,398,336,84.5,305,76.8,30,9.1
2012,9,42,Connecticut,"White, 25 to 34 years",25 to 34,White,294,252,85.8,231,78.6,21,8.4
2012,9,49,Connecticut,"Black or African American, 25 to 34 years",25 to 34,Black,54,45,82.9,38,71.1,6,14.3
2012,9,56,Connecticut,"Asian, 25 to 34 years",25 to 34,Asian,41,31,77.2,29,72.2,2,6.4
2012,9,63,Connecticut,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,78,63,80.9,54,69.2,9,14.5
2012,10,21,Delaware,"Total, 25 to 34 years",25 to 34,Total,111,91,81.6,83,74.9,7,8.2
2012,10,42,Delaware,"White, 25 to 34 years",25 to 34,White,75,62,82.1,58,76.9,4,6.4
2012,10,49,Delaware,"Black or African American, 25 to 34 years",25 to 34,Black,25,21,82,18,69.9,3,14.7
2012,10,56,Delaware,"Asian, 25 to 34 years",25 to 34,Asian,9,6,71.3,6,67.9,-3,4.8
2012,10,63,Delaware,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,18,12,67.8,11,60.7,1,10.5
2012,11,21,District of Columbia,"Total, 25 to 34 years",25 to 34,Total,145,124,85.6,115,79.1,9,7.6
2012,11,42,District of Columbia,"White, 25 to 34 years",25 to 34,White,85,77,90.2,75,87.4,2,3.1
2012,11,49,District of Columbia,"Black or African American, 25 to 34 years",25 to 34,Black,47,37,78.4,30,64.1,7,18.3
2012,11,56,District of Columbia,"Asian, 25 to 34 years",25 to 34,Asian,9,8,84,8,82.2,-3,2.2
2012,11,63,District of Columbia,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,18,14,80.7,13,75.3,1,6.7
2012,12,21,Florida,"Total, 25 to 34 years",25 to 34,Total,"2,351","1,895",80.6,"1,733",73.7,162,8.5
2012,12,42,Florida,"White, 25 to 34 years",25 to 34,White,"1,777","1,456",81.9,"1,356",76.3,100,6.9
2012,12,49,Florida,"Black or African American, 25 to 34 years",25 to 34,Black,460,352,76.6,299,65,54,15.2
2012,12,56,Florida,"Asian, 25 to 34 years",25 to 34,Asian,65,46,70.4,42,63.7,4,9.4
2012,12,63,Florida,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,628,516,82.2,470,74.8,46,9
2012,13,21,Georgia,"Total, 25 to 34 years",25 to 34,Total,"1,305","1,063",81.5,959,73.5,104,9.8
2012,13,42,Georgia,"White, 25 to 34 years",25 to 34,White,801,651,81.3,599,74.8,52,7.9
2012,13,49,Georgia,"Black or African American, 25 to 34 years",25 to 34,Black,417,349,83.7,301,72.1,48,13.9
2012,13,56,Georgia,"Asian, 25 to 34 years",25 to 34,Asian,67,46,68.6,43,64.6,3,5.9
2012,13,63,Georgia,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,143,115,80.6,106,74.3,9,7.8
2012,15,21,Hawaii,"Total, 25 to 34 years",25 to 34,Total,168,134,79.8,126,74.8,8,6.3
2012,15,42,Hawaii,"White, 25 to 34 years",25 to 34,White,35,29,83.1,28,78.9,1,5
2012,15,56,Hawaii,"Asian, 25 to 34 years",25 to 34,Asian,58,48,83.6,47,81.2,1,2.8
2012,15,63,Hawaii,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,21,16,75.3,14,65.8,2,12.7
2012,16,21,Idaho,"Total, 25 to 34 years",25 to 34,Total,208,167,80,155,74.2,12,7.2
2012,16,42,Idaho,"White, 25 to 34 years",25 to 34,White,199,160,80.2,148,74.5,11,7.1
2012,16,63,Idaho,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,40,32,81.4,30,74.7,3,8.2
2012,17,21,Illinois,"Total, 25 to 34 years",25 to 34,Total,"1,792","1,504",83.9,"1,385",77.3,119,7.9
2012,17,42,Illinois,"White, 25 to 34 years",25 to 34,White,"1,357","1,160",85.5,"1,077",79.3,83,7.2
2012,17,49,Illinois,"Black or African American, 25 to 34 years",25 to 34,Black,266,210,79.1,179,67.4,31,14.7
2012,17,56,Illinois,"Asian, 25 to 34 years",25 to 34,Asian,140,107,76.5,105,75.1,2,1.8
2012,17,63,Illinois,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,323,264,81.6,237,73.3,27,10.2
2012,18,21,Indiana,"Total, 25 to 34 years",25 to 34,Total,811,668,82.3,605,74.5,63,9.4
2012,18,42,Indiana,"White, 25 to 34 years",25 to 34,White,708,587,82.9,537,75.9,50,8.5
2012,18,49,Indiana,"Black or African American, 25 to 34 years",25 to 34,Black,70,59,83.9,48,68,11,18.9
2012,18,63,Indiana,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,60,45,74.9,42,70,3,6.5
2012,19,21,Iowa,"Total, 25 to 34 years",25 to 34,Total,373,321,86.1,304,81.6,17,5.3
2012,19,42,Iowa,"White, 25 to 34 years",25 to 34,White,340,296,87.2,282,82.9,15,4.9
2012,19,63,Iowa,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,27,22,79.1,19,70.1,2,11.3
2012,20,21,Kansas,"Total, 25 to 34 years",25 to 34,Total,414,354,85.4,336,81.1,18,5.1
2012,20,42,Kansas,"White, 25 to 34 years",25 to 34,White,360,313,87.1,298,82.9,15,4.8
2012,20,63,Kansas,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,44,34,77.5,33,74.7,1,3.7
2012,21,21,Kentucky,"Total, 25 to 34 years",25 to 34,Total,538,436,81,395,73.4,41,9.4
2012,21,42,Kentucky,"White, 25 to 34 years",25 to 34,White,459,374,81.5,342,74.5,32,8.5
2012,21,49,Kentucky,"Black or African American, 25 to 34 years",25 to 34,Black,55,44,80,37,66.9,7,16.4
2012,21,63,Kentucky,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,35,32,90.2,30,86.2,1,4.4
2012,22,21,Louisiana,"Total, 25 to 34 years",25 to 34,Total,582,467,80.2,433,74.4,34,7.2
2012,22,42,Louisiana,"White, 25 to 34 years",25 to 34,White,382,313,82,296,77.4,17,5.6
2012,22,49,Louisiana,"Black or African American, 25 to 34 years",25 to 34,Black,182,141,77.4,125,68.6,16,11.5
2012,22,63,Louisiana,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,51,37,73.2,35,68.4,2,6.5
2012,23,21,Maine,"Total, 25 to 34 years",25 to 34,Total,137,110,80.6,100,72.9,10,9.5
2012,23,42,Maine,"White, 25 to 34 years",25 to 34,White,127,104,81.5,94,74,9,9.2
2012,24,21,Maryland,"Total, 25 to 34 years",25 to 34,Total,794,669,84.2,618,77.8,51,7.6
2012,24,42,Maryland,"White, 25 to 34 years",25 to 34,White,454,390,85.9,369,81.2,21,5.5
2012,24,49,Maryland,"Black or African American, 25 to 34 years",25 to 34,Black,248,206,83.2,179,72.2,27,13.2
2012,24,56,Maryland,"Asian, 25 to 34 years",25 to 34,Asian,73,55,76.1,54,74.3,1,2.4
2012,24,63,Maryland,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,119,101,85.2,96,80.5,6,5.5
2012,25,21,Massachusetts,"Total, 25 to 34 years",25 to 34,Total,792,675,85.3,630,79.6,46,6.8
2012,25,42,Massachusetts,"White, 25 to 34 years",25 to 34,White,660,567,86,533,80.7,35,6.1
2012,25,49,Massachusetts,"Black or African American, 25 to 34 years",25 to 34,Black,59,47,78.9,39,65.7,8,16.8
2012,25,56,Massachusetts,"Asian, 25 to 34 years",25 to 34,Asian,57,50,87.1,49,86.2,1,1
2012,25,63,Massachusetts,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,107,77,72.2,68,63.8,9,11.6
2012,26,21,Michigan,"Total, 25 to 34 years",25 to 34,Total,"1,130",919,81.3,827,73.2,92,10
2012,26,42,Michigan,"White, 25 to 34 years",25 to 34,White,879,735,83.7,672,76.5,63,8.6
2012,26,49,Michigan,"Black or African American, 25 to 34 years",25 to 34,Black,184,134,72.6,111,59.9,23,17.5
2012,26,56,Michigan,"Asian, 25 to 34 years",25 to 34,Asian,40,28,70.5,25,63,3,10.6
2012,26,63,Michigan,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,64,52,81.3,48,75.4,4,7.2
2012,27,21,Minnesota,"Total, 25 to 34 years",25 to 34,Total,720,636,88.3,602,83.7,33,5.3
2012,27,42,Minnesota,"White, 25 to 34 years",25 to 34,White,587,530,90.2,505,86.1,24,4.6
2012,27,49,Minnesota,"Black or African American, 25 to 34 years",25 to 34,Black,48,38,80,33,69.5,5,13.1
2012,27,56,Minnesota,"Asian, 25 to 34 years",25 to 34,Asian,68,55,81.1,53,77.1,3,4.9
2012,27,63,Minnesota,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,38,32,84.3,30,77.7,3,7.9
2012,28,21,Mississippi,"Total, 25 to 34 years",25 to 34,Total,387,310,80.2,282,72.7,29,9.3
2012,28,42,Mississippi,"White, 25 to 34 years",25 to 34,White,238,199,83.8,192,80.7,7,3.7
2012,28,49,Mississippi,"Black or African American, 25 to 34 years",25 to 34,Black,134,98,73.2,78,58.3,20,20.4
2012,29,21,Missouri,"Total, 25 to 34 years",25 to 34,Total,810,670,82.8,630,77.8,40,5.9
2012,29,42,Missouri,"White, 25 to 34 years",25 to 34,White,668,554,82.9,524,78.4,30,5.4
2012,29,49,Missouri,"Black or African American, 25 to 34 years",25 to 34,Black,102,83,81.1,76,74.3,7,8.4
2012,30,21,Montana,"Total, 25 to 34 years",25 to 34,Total,133,110,82.9,102,76.3,9,8
2012,30,42,Montana,"White, 25 to 34 years",25 to 34,White,115,97,84.6,91,79.6,6,5.9
2012,31,21,Nebraska,"Total, 25 to 34 years",25 to 34,Total,248,216,86.9,206,82.7,10,4.7
2012,31,42,Nebraska,"White, 25 to 34 years",25 to 34,White,224,194,86.8,187,83.5,7,3.8
2012,31,63,Nebraska,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,30,25,82.9,22,74.6,2,10
2012,32,21,Nevada,"Total, 25 to 34 years",25 to 34,Total,378,310,82,275,72.7,35,11.3
2012,32,42,Nevada,"White, 25 to 34 years",25 to 34,White,275,224,81.6,199,72.4,25,11.4
2012,32,49,Nevada,"Black or African American, 25 to 34 years",25 to 34,Black,34,28,82.9,23,67.1,5,19.1
2012,32,56,Nevada,"Asian, 25 to 34 years",25 to 34,Asian,31,26,83.4,25,79.5,1,4.7
2012,32,63,Nevada,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,106,82,77.4,71,66.8,11,13.7
2012,33,21,New Hampshire,"Total, 25 to 34 years",25 to 34,Total,152,130,85.3,123,81,7,5.1
2012,33,42,New Hampshire,"White, 25 to 34 years",25 to 34,White,138,119,86.3,113,81.9,6,5.1
2012,34,21,New Jersey,"Total, 25 to 34 years",25 to 34,Total,"1,052",877,83.4,792,75.3,85,9.6
2012,34,42,New Jersey,"White, 25 to 34 years",25 to 34,White,761,653,85.8,596,78.2,57,8.8
2012,34,49,New Jersey,"Black or African American, 25 to 34 years",25 to 34,Black,161,121,75,100,62.1,21,17.3
2012,34,56,New Jersey,"Asian, 25 to 34 years",25 to 34,Asian,100,79,79,76,75.8,3,4.1
2012,34,63,New Jersey,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,304,256,84.3,227,74.8,29,11.3
2012,35,21,New Mexico,"Total, 25 to 34 years",25 to 34,Total,265,200,75.4,185,69.7,15,7.6
2012,35,42,New Mexico,"White, 25 to 34 years",25 to 34,White,207,157,76.1,145,70,13,8.1
2012,35,63,New Mexico,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,117,90,76.5,81,68.8,9,10
2012,36,21,New York,"Total, 25 to 34 years",25 to 34,Total,"2,734","2,189",80.1,"1,994",72.9,195,8.9
2012,36,42,New York,"White, 25 to 34 years",25 to 34,White,"1,892","1,544",81.6,"1,420",75.1,124,8
2012,36,49,New York,"Black or African American, 25 to 34 years",25 to 34,Black,472,369,78.1,315,66.7,54,14.7
2012,36,56,New York,"Asian, 25 to 34 years",25 to 34,Asian,317,232,73.2,222,70.1,10,4.3
2012,36,63,New York,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,576,435,75.6,387,67.2,49,11.1
2012,37,21,North Carolina,"Total, 25 to 34 years",25 to 34,Total,"1,165",954,81.9,879,75.5,75,7.9
2012,37,42,North Carolina,"White, 25 to 34 years",25 to 34,White,833,685,82.3,643,77.3,42,6.1
2012,37,49,North Carolina,"Black or African American, 25 to 34 years",25 to 34,Black,257,209,81.2,176,68.6,32,15.5
2012,37,63,North Carolina,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,147,110,75,103,69.7,8,7
2012,38,21,North Dakota,"Total, 25 to 34 years",25 to 34,Total,100,87,86.7,84,84,3,3.1
2012,38,42,North Dakota,"White, 25 to 34 years",25 to 34,White,86,76,88.8,75,87.4,1,1.6
2012,39,21,Ohio,"Total, 25 to 34 years",25 to 34,Total,"1,389","1,151",82.9,"1,063",76.6,87,7.6
2012,39,42,Ohio,"White, 25 to 34 years",25 to 34,White,"1,124",943,83.8,877,78,65,6.9
2012,39,49,Ohio,"Black or African American, 25 to 34 years",25 to 34,Black,190,154,80.9,136,71.3,18,11.9
2012,39,63,Ohio,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,101,84,82.9,80,79.3,4,4.3
2012,40,21,Oklahoma,"Total, 25 to 34 years",25 to 34,Total,527,422,80.1,399,75.8,23,5.4
2012,40,42,Oklahoma,"White, 25 to 34 years",25 to 34,White,369,292,79.1,279,75.6,13,4.4
2012,40,63,Oklahoma,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,66,49,74.2,48,72.4,1,2.4
2012,41,21,Oregon,"Total, 25 to 34 years",25 to 34,Total,513,411,80.1,379,73.8,32,7.9
2012,41,42,Oregon,"White, 25 to 34 years",25 to 34,White,449,359,79.8,331,73.7,27,7.7
2012,41,56,Oregon,"Asian, 25 to 34 years",25 to 34,Asian,23,19,79.5,17,73.3,1,7.7
2012,41,63,Oregon,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,77,63,82.8,58,75.3,6,9.2
2012,42,21,Pennsylvania,"Total, 25 to 34 years",25 to 34,Total,"1,532","1,266",82.7,"1,156",75.5,110,8.7
2012,42,42,Pennsylvania,"White, 25 to 34 years",25 to 34,White,"1,245","1,041",83.6,959,77,82,7.9
2012,42,49,Pennsylvania,"Black or African American, 25 to 34 years",25 to 34,Black,186,152,81.7,130,69.8,22,14.6
2012,42,56,Pennsylvania,"Asian, 25 to 34 years",25 to 34,Asian,65,45,69.5,41,63,4,9.3
2012,42,63,Pennsylvania,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,128,92,72.3,82,64,11,11.5
2012,44,21,Rhode Island,"Total, 25 to 34 years",25 to 34,Total,124,103,82.8,89,71.9,14,13.2
2012,44,42,Rhode Island,"White, 25 to 34 years",25 to 34,White,100,83,83.5,73,73.1,10,12.5
2012,44,49,Rhode Island,"Black or African American, 25 to 34 years",25 to 34,Black,10,8,81.5,6,65,2,20.2
2012,44,56,Rhode Island,"Asian, 25 to 34 years",25 to 34,Asian,9,8,82.2,7,75.2,1,8.5
2012,44,63,Rhode Island,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,22,18,83.9,14,65.5,4,22
2012,45,21,South Carolina,"Total, 25 to 34 years",25 to 34,Total,559,453,81,407,72.9,46,10.1
2012,45,42,South Carolina,"White, 25 to 34 years",25 to 34,White,384,310,80.7,289,75.1,21,6.9
2012,45,49,South Carolina,"Black or African American, 25 to 34 years",25 to 34,Black,154,128,82.7,105,67.8,23,18
2012,45,63,South Carolina,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,38,27,72.1,25,64.7,3,10.2
2012,46,21,South Dakota,"Total, 25 to 34 years",25 to 34,Total,106,92,86.8,88,82.8,4,4.6
2012,46,42,South Dakota,"White, 25 to 34 years",25 to 34,White,91,82,89.8,79,86.8,3,3.3
2012,47,21,Tennessee,"Total, 25 to 34 years",25 to 34,Total,840,688,81.9,621,73.9,67,9.8
2012,47,42,Tennessee,"White, 25 to 34 years",25 to 34,White,662,542,81.9,494,74.6,48,8.9
2012,47,49,Tennessee,"Black or African American, 25 to 34 years",25 to 34,Black,147,123,83.7,105,71.4,18,14.7
2012,47,63,Tennessee,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,55,44,80,42,75.4,3,5.8
2012,48,21,Texas,"Total, 25 to 34 years",25 to 34,Total,"3,760","3,037",80.8,"2,818",74.9,219,7.2
2012,48,42,Texas,"White, 25 to 34 years",25 to 34,White,"2,968","2,400",80.9,"2,245",75.7,155,6.4
2012,48,49,Texas,"Black or African American, 25 to 34 years",25 to 34,Black,490,404,82.4,354,72.2,50,12.3
